Date,Basmati_Rice_Price,Maza_Rice_Price,LATITUDE,LONGITUDE,ELEVATION,CDSD,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,HDSD,HTDD,TAVG,TMAX,TMIN
1/1/2023,92.47,75.64,23.02286666666667,42.25666666666667,614.7866666666666,2274.1684881602914,111.25,0,0,0,16.3,0.1,53.142857142857146,83.9,72.57075471698113,37.70833333333333,63.85,71.64,58.371428571428574
2/1/2023,92.93916666666668,76.195,23.55423529411765,42.13264705882353,776.9352941,2083.058287795993,75.5,0,0.1818181818181818,0,16.818181818181817,1.2727272727272727,47.45454545454545,86.45454545454545,60.14150943396226,41.75,62.46,73.57272727272726,54
3/1/2023,93.40833333333332,76.75,23.3182,43.1553,580.4,1910.4426229508197,268.8898305084746,0,0,0,26.5,4.5,58.8,93,48.91509433962264,21.93644068,71.8,82.96666666666667,65.76
4/1/2023,93.8775,77.305,23.950533333333333,42.455666666666666,697.1466666666668,1719.3324225865208,483,0,0,0,26.545454545454547,12.454545454545457,59.85714285714285,97.36363636363636,36.485849056603776,0,76.56666666666666,88.07272727272726,67.62857142857143
5/1/2023,94.34666666666666,77.86,23.3975,42.72171428571429,685.9142857142857,1534.387067395264,520,0,0,0,28.11111111111111,25,66,106.22222222222224,24.45754716981132,0,86,99.08888888888887,73.82857142857142
6/1/2023,94.81583333333332,78.41499999999999,22.94378571428572,43.37407142857143,720.8071428571428,1343.2768670309651,665,0,0,0,26.5,25.25,73.66666666666667,111.5,12.028301886792448,0,94.45,105.15,79.58333333333333
7/1/2023,95.285,78.97,24.288933333333333,42.7084,684.7,1158.3315118397086,869,0,0,0,27.5,27.5,75.5,111.5,0,0,93.1,108.3,80.73571428571428
8/1/2023,95.75416666666666,79.525,23.88575,42.6,632.75625,967.2213115,914,0,0,0,27.8,27.8,76.93333333333334,112.8,0,0,95.325,109.44,83.06666666666666
9/1/2023,96.22333333333331,80.08,24.06733333333333,42.04826666666667,762.1,776.1111111111109,728,0,0,0,27,27,70.46153846153847,112,0,0,91.9,108.8,76.73076923076923
10/1/2023,96.6925,80.63499999999999,21.940636363636365,43.29709090909091,993.0909090909092,591.1657559198543,456,0,0,0,26.666666666666668,15.333333333333334,62.44444444444444,100.66666666666669,0,0,82.8,92.46666666666664,68.81111111
11/1/2023,97.16166666666666,81.19,22.679916666666667,42.39216666666667,750.4583333333334,400.05555555555566,188,0,0,0,26.6,4.8,59.44444444444444,90.6,0,0,76.15,83.75999999999999,66.64444444444445
12/1/2023,97.63083333333331,81.745,22.393,43.7139,749.08,215.11020036429863,43,0,0,0,25.666666666666668,0,43.11111111111112,86.33333333333333,57,57,65.65,78.56666666666666,53.900000000000006
1/1/2024,98.1,82.3,23.297,42.063833333333335,612.4416666666667,24,24,0,0,0,24,0,49.333333333333336,86.2,117,60,66.4,76.34,57.36666666666666
